"","0 Prized","1 Prized","2 Prized","3 Prized","4 Prized","5 Prized","6 Prized"
"1 Copy(s) of Card Total",0.898305084745759,0.101694915254237,0,0,0,0,0
"2 Copy(s) of Card Total",0.805376972530685,0.185856224430158,0.00876680303915839,0,0,0,0
"3 Copy(s) of Card Total",0.7206004491064,0.254329570272847,0.0244547663723892,0.000615214248361991,0,0,0
"4 Copy(s) of Card Total",0.643393258130714,0.308828763902743,0.0454159946915798,0.00232902536879897,3.29579061622495e-05,0,0
"5 Copy(s) of Card Total",0.573204902698274,0.350941777162208,0.0701883554324417,0.00550496905352484,0.000158797184236293,1.19846931499089e-06,0
"6 Copy(s) of Card Total",0.509515469065132,0.382136601798849,0.0974838269895024,0.0103982748788802,0.00045874742112707,7.05765263272416e-06,2.21938762035351e-08
"7 Copy(s) of Card Total",0.451834472567192,0.403766975485576,0.126177179839243,0.0171669632434344,0.00103001779460606,2.42357128142603e-05,1.55357133424746e-07
"8 Copy(s) of Card Total",0.399699725732516,0.417077974677408,0.155294990571375,0.0258824984285626,0.0019808034511655,6.3385710437296e-05,6.21428533698981e-07
"9 Copy(s) of Card Total",0.352676228587514,0.423211474305017,0.184004988828268,0.0365399977815001,0.00342562479201564,0.000139821420082271,1.86428560109695e-06
"10 Copy(s) of Card Total",0.310355081157012,0.423211474305016,0.211605737152508,0.0490679970208715,0.00548099966722501,0.00027404998336125,4.66071400274235e-06
"11 Copy(s) of Card Total",0.272352418158194,0.418029292986995,0.237516643742611,0.0633377716646962,0.00826144847800386,0.000492171398689591,1.02535708060332e-05
"12 Copy(s) of Card Total",0.23830836588842,0.408528627237291,0.261268308116872,0.0791722145808703,0.0118758321871305,0.000826144847800386,2.05071416120664e-05
"13 Copy(s) of Card Total",0.20788602130692,0.395490479559506,0.282493199685361,0.0963542696601232,0.016424023237521,0.00131392185900168,3.80846915652662e-05
"14 Copy(s) of Card Total",0.180770453310364,0.379617951951765,0.300916669230058,0.114634921611451,0.0219939093789411,0.00199944630717646,6.66482102392156e-05
"15 Copy(s) of Card Total",0.156667726202316,0.36154090662073,0.316348293293139,0.133740741880026,0.0286587304028628,0.00293252125052549,0.000111080350398693
"16 Copy(s) of Card Total",0.135303945356545,0.341820493532325,0.32867355147339,0.153380990687582,0.0364747477854616,0.00416854260405275,0.000177728560637908
"17 Copy(s) of Card Total",0.116424325074237,0.320953544799248,0.337845836630787,0.173254275195276,0.0454792472387598,0.00576809964979393,0.00027467141189495
"18 Copy(s) of Card Total",0.0997922786350605,0.299376835905181,0.343878797999195,0.193054763789022,0.0556888741699101,0.00779644238378742,0.000412007117842425
"19 Copy(s) of Card Total",0.0851885305421248,0.277471213765778,0.346839017207222,0.212477956487307,0.0670983020486233,0.0103228156997882,0.000602164249154312
"20 Copy(s) of Card Total",0.0724102509608062,0.255565591626375,0.346839017207223,0.231226011471482,0.0796792336827404,0.0134196604097247,0.000860234641649019
"21 Copy(s) of Card Total",0.0612702123514513,0.23394081079645,0.344030604112427,0.249012627738518,0.0933797354019444,0.0171616811008979,0.00120432849830862
"22 Copy(s) of Card Total",0.051595968295959,0.212833369220831,0.338598541942231,0.265567483876259,0.10812390414962,0.021624780829924,0.00165595168517436
"23 Copy(s) of Card Total",0.0432290545182359,0.192439016887631,0.330754560275615,0.280640232961128,0.12381186748285,0.026884862653419,0.00224040522111825
"24 Copy(s) of Card Total",0.03602421209853,0.172916218072944,0.320731694812718,0.294004053578325,0.140320116480564,0.0330164979954269,0.002987206961491
"25 Copy(s) of Card Total",0.0298486328816391,0.154389480422271,0.308778960844542,0.305458756964493,0.157502171559817,0.0400914618515897,0.00393053547564606
"26 Copy(s) of Card Total",0.0245812270789969,0.136952550868697,0.295156359630812,0.314833450272866,0.175189581200224,0.0481771348300615,0.00510969611833987
"27 Copy(s) of Card Total",0.0201119130646338,0.120671478387803,0.280130217685971,0.321988755960886,0.193193253576532,0.0573347720291643,0.00656960929500842
"28 Copy(s) of Card Total",0.016340929365015,0.105587543589327,0.263968858973318,0.326818587300299,0.211305121099331,0.067617638751786,0.00836132092091979
"29 Copy(s) of Card Total",0.013178168842754,0.0917200551455679,0.246938610007298,0.329251480009731,0.22930013786392,0.079069013056524,0.0105425350742032
"30 Copy(s) of Card Total",0.0105425350742032,0.079069013056524,0.22930013786392,0.329251480009731,0.246938610007298,0.0917200551455679,0.013178168842754
"31 Copy(s) of Card Total",0.00836132092091979,0.067617638751786,0.211305121099331,0.326818587300299,0.263968858973318,0.105587543589327,0.016340929365015
"32 Copy(s) of Card Total",0.00656960929500842,0.0573347720291643,0.193193253576532,0.321988755960886,0.280130217685971,0.120671478387803,0.0201119130646338
"33 Copy(s) of Card Total",0.00510969611833987,0.0481771348300615,0.175189581200224,0.314833450272866,0.295156359630812,0.136952550868697,0.0245812270789969
"34 Copy(s) of Card Total",0.00393053547564606,0.0400914618515897,0.157502171559817,0.305458756964493,0.308778960844542,0.154389480422271,0.0298486328816391
"35 Copy(s) of Card Total",0.002987206961491,0.0330164979954269,0.140320116480564,0.294004053578325,0.320731694812718,0.172916218072944,0.03602421209853
"36 Copy(s) of Card Total",0.00224040522111825,0.026884862653419,0.12381186748285,0.280640232961128,0.330754560275615,0.192439016887631,0.0432290545182359
"37 Copy(s) of Card Total",0.00165595168517436,0.021624780829924,0.10812390414962,0.265567483876259,0.338598541942231,0.212833369220831,0.051595968295959
"38 Copy(s) of Card Total",0.00120432849830862,0.0171616811008979,0.0933797354019444,0.249012627738518,0.344030604112427,0.23394081079645,0.0612702123514513
"39 Copy(s) of Card Total",0.000860234641649019,0.0134196604097247,0.0796792336827404,0.231226011471482,0.346839017207223,0.255565591626375,0.0724102509608062
